Word,WordRaw,British,American,MeaningRaw,Book,Grade,Semester,SourceFile,SourceRow
before,before,[bɪˈfɔː(r)],[bɪˈfɔːr],"prep. 在…之前，先于
conj. 在…以前；在…之前
adv. 以前；在前",5年级下,5,下,人教版一年级起点五年级下.xlsx,9
dirty,dirty,[ˈdɜːti],[ˈdɜːrti],"adj. 下流的，卑鄙的；肮脏的；恶劣的；暗淡的
vt. 弄脏
vi. 变脏",5年级下,5,下,人教版一年级起点五年级下.xlsx,10
always,always,[ˈɔːlweɪz],[ˈɔːlweɪz],adv. 永远，一直；总是；常常,5年级下,5,下,人教版一年级起点五年级下.xlsx,11
stomachache,stomachache,[ˈstʌməkeɪk],[ˈstʌməkˌeɪk],n. 腹痛，肚子痛；胃痛,5年级下,5,下,人教版一年级起点五年级下.xlsx,12
headache,headache,[ˈhedeɪk],[ˈhedeɪk],n. 头痛；麻烦；令人头痛之事,5年级下,5,下,人教版一年级起点五年级下.xlsx,13
toothache,toothache,[ˈtuːθeɪk],[ˈtuːθeɪk],n. [口腔] 牙痛,5年级下,5,下,人教版一年级起点五年级下.xlsx,14
a lot of,a lot of,,,det. 许多,5年级下,5,下,人教版一年级起点五年级下.xlsx,15
sleepy,sleepy,[ˈsliːpi],[ˈsliːpi],adj. 欲睡的；困乏的；不活跃的,5年级下,5,下,人教版一年级起点五年级下.xlsx,16
subject,subject,[ˈsʌbdʒɪkt; ˈsʌbdʒekt],[ˈsʌbdʒɪkt; ˈsʌbdʒekt],"n. 主题；科目；[语] 主语；国民
adj. 服从的；易患…的；受制于…的
vt. 使…隶属；使屈从于…",5年级下,5,下,人教版一年级起点五年级下.xlsx,17
mark,mark,[mɑːk],[mɑːrk],"n. 标志；马克；符号；痕迹；分数
vi. 作记号
vt. .标志；做标记于；打分数
n. . 标志；做标记于；打分数",5年级下,5,下,人教版一年级起点五年级下.xlsx,18
advice,advice,[ədˈvaɪs],[ədˈvaɪs],n. 建议；忠告；劝告；通知,5年级下,5,下,人教版一年级起点五年级下.xlsx,19
more,more,[mɔː(r)],[mɔːr],"adv. 更多；此外；更大程度地
adj. 更多的；附加的
pron. 更多的数量
n. 更多",5年级下,5,下,人教版一年级起点五年级下.xlsx,20
New Year's Day,New Year's Day,,,na. 元旦,5年级下,5,下,人教版一年级起点五年级下.xlsx,21
Tree Planting Day,Tree Planting Day,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,22
Mother's Day,Mother's Day,,,na. (美国和加拿大的)母亲节,5年级下,5,下,人教版一年级起点五年级下.xlsx,23
Children's Day,Children's Day,,,na. 儿童节,5年级下,5,下,人教版一年级起点五年级下.xlsx,24
Father's Day,Father's Day,,,na. 〈美〉父亲节(每年六月的第三个星期日),5年级下,5,下,人教版一年级起点五年级下.xlsx,25
Teachers' Day,Teachers' Day,,,n. 教师节,5年级下,5,下,人教版一年级起点五年级下.xlsx,26
National Day,National Day,,,na. 国庆日,5年级下,5,下,人教版一年级起点五年级下.xlsx,27
Christmas Day,Christmas Day,,,"n. 【宗,基督】圣诞节；圣诞节时期",5年级下,5,下,人教版一年级起点五年级下.xlsx,28
birthday,birthday,[ˈbɜːθdeɪ],[ˈbɜːrθdeɪ],n. 生日，诞辰；诞生的日子,5年级下,5,下,人教版一年级起点五年级下.xlsx,29
fifth,fifth,[fɪfθ],[fɪfθ],"num. 第五
n. 第五；五分之一
adj. 第五的；五分之一的",5年级下,5,下,人教版一年级起点五年级下.xlsx,30
5th,5th,,,n. 第五（fifth）,5年级下,5,下,人教版一年级起点五年级下.xlsx,31
tenth,tenth,[tenθ],[tenθ],"num. 第十；十分之一
adj. 十分之一的；第十个的",5年级下,5,下,人教版一年级起点五年级下.xlsx,32
10th,10th,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,33
twelfth,twelfth,[twelfθ],[twelfθ],"n. 第十二；月的第十二日
adj. 第十二的，第十二个",5年级下,5,下,人教版一年级起点五年级下.xlsx,34
12th,12th,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,35
twenty-fifth,twenty-fifth,,,第二十五,5年级下,5,下,人教版一年级起点五年级下.xlsx,36
25th,25th,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,37
plant,plant,[plɑːnt],[plænt],"n. 工厂，车间；植物；设备；庄稼
vt. 种植；培养；栽培；安置
vi. 种植",5年级下,5,下,人教版一年级起点五年级下.xlsx,38
make a poster,make a poster,,,制作海报；做海报；作一个海报,5年级下,5,下,人教版一年级起点五年级下.xlsx,39
celebrate,celebrate,[ˈselɪbreɪt],[ˈselɪbreɪt],"vt. 庆祝；举行；赞美；祝贺；宣告
vi. 庆祝；过节；举行宗教仪式",5年级下,5,下,人教版一年级起点五年级下.xlsx,40
have a picnic,have a picnic,,,举行野餐；去野餐；吃野餐,5年级下,5,下,人教版一年级起点五年级下.xlsx,41
office,office,[ˈɒfɪs],[ˈɑːfɪs],n. 办公室；政府机关；官职；营业处,5年级下,5,下,人教版一年级起点五年级下.xlsx,42
together,together,[təˈɡeðə(r)],[təˈɡeðər],"adj. 新潮的；情绪稳定的，做事有效率的
adv. 一起；同时；相互；连续地；总共",5年级下,5,下,人教版一年级起点五年级下.xlsx,43
special,special,[ˈspeʃ(ə)l],[ˈspeʃl],"n. 特使，特派人员；特刊；特色菜；专车；特价商品
adj. 特别的；专门的，专用的",5年级下,5,下,人教版一年级起点五年级下.xlsx,44
send an email,send an email,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,45
write a letter,write a letter,,,na. 写信,5年级下,5,下,人教版一年级起点五年级下.xlsx,46
make a phone call,make a phone call,,,打电话；打个电话；打电话号码,5年级下,5,下,人教版一年级起点五年级下.xlsx,47
send a short message,send a short message,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,48
mail a present,mail a present,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,49
make a video call,make a video call,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,50
say,say,[seɪ],[seɪ],"vt. 讲；说明；例如；声称；假设；指明
vi. 讲；表示；念；假定；背诵",5年级下,5,下,人教版一年级起点五年级下.xlsx,51
make a card,make a card,,,na. (牌戏)打成一墩,5年级下,5,下,人教版一年级起点五年级下.xlsx,52
everywhere,everywhere,[ˈevriweə(r)],[ˈevriwer],"n. 每个地方
adv. 到处",5年级下,5,下,人教版一年级起点五年级下.xlsx,53
flower show,flower show,,,na. 花卉展览,5年级下,5,下,人教版一年级起点五年级下.xlsx,54
cleaned the window,cleaned the window,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,55
watched TV,watched TV,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,56
climbed a hill,climbed a hill,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,57
visited grandparents,visited grandparents,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,58
danced,danced,,,v. 跳舞( dance的过去式和过去分词 ); 手舞足蹈; 摇晃; 跳跃,5年级下,5,下,人教版一年级起点五年级下.xlsx,59
jumped rope,jumped rope,,,跳绳游戏；跨越横线,5年级下,5,下,人教版一年级起点五年级下.xlsx,60
listened to music,listened to music,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,61
rowed a boat,rowed a boat,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,62
played computer games,played computer games,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,63
stayed at home,stayed at home,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,64
played the piano,played the piano,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,65
played chess,played chess,[pleɪ tʃes],[pleɪ tʃes],无,5年级下,5,下,人教版一年级起点五年级下.xlsx,66
washed clothes,washed clothes,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,67
boring,boring,[ˈbɔːrɪŋ],[ˈbɔːrɪŋ],"n. 钻孔
adj. 无聊的；令人厌烦的
v. 钻孔；使厌烦；挖空（bore的ing形式）",5年级下,5,下,人教版一年级起点五年级下.xlsx,68
badminton,badminton,[ˈbædmɪntən],[ˈbædmɪntən],n. 羽毛球,5年级下,5,下,人教版一年级起点五年级下.xlsx,69
won,won,[wʌn],[wʌn],vt. 赢得（win的过去式和过去分词）,5年级下,5,下,人教版一年级起点五年级下.xlsx,70
went to the beach,went to the beach,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,71
drank cold drinks,drank cold drinks,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,72
swam,swam,[swæm],[swæm],v. 游泳（swim的过去式）,5年级下,5,下,人教版一年级起点五年级下.xlsx,73
ate ice-cream,ate ice-cream,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,74
the Stone Forest,the Stone Forest,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,75
bought some gifts,bought some gifts,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,76
took photos,took photos,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,77
saw flowers,saw flowers,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,78
slept,slept,[slept],[slept],v. 睡觉（sleep的过去式和过去分词）,5年级下,5,下,人教版一年级起点五年级下.xlsx,79
delicious,delicious,[dɪˈlɪʃəs],[dɪˈlɪʃəs],adj. 美味的；可口的,5年级下,5,下,人教版一年级起点五年级下.xlsx,80
felt happy,felt happy,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,81
sad,sad,[sæd],[sæd],adj. 难过的；悲哀的，令人悲痛的；凄惨的，阴郁的（形容颜色）,5年级下,5,下,人教版一年级起点五年级下.xlsx,82
left,left,[left],[left],"adj. 左边的；左派的；剩下的
adv. 在左面
n. 左边；左派；激进分子
v. 离开（leave的过去式）",5年级下,5,下,人教版一年级起点五年级下.xlsx,83
French fries,French fries,[ˈfrentʃ fraɪz],[frentʃ fraɪz],n. 【食】炸薯条,5年级下,5,下,人教版一年级起点五年级下.xlsx,84
were,were,[wə(r); wɜː(r)],[wər; wɜːr],v. 是，在（are的过去式）,5年级下,5,下,人教版一年级起点五年级下.xlsx,85
was born,was born,,,出生；出生於；出生于,5年级下,5,下,人教版一年级起点五年级下.xlsx,86
started to speak,started to speak,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,87
learned to walk,learned to walk,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,88
learned to ride a bike,learned to ride a bike,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,89
went to kindergarten,went to kindergarten,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,90
went to school,went to school,,,"vbl.到校上课,开始求学",5年级下,5,下,人教版一年级起点五年级下.xlsx,91
learned to swim,learned to swim,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,92
fifteenth,fifteenth,[ˌfɪfˈtiːnθ],[ˌfɪfˈtiːnθ],"adj. 第十五的；十五分之一的
num. 第十五",5年级下,5,下,人教版一年级起点五年级下.xlsx,93
15th,15th,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,94
started to buy things,started to buy things,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,95
started to study English,started to study English,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,96
started to use a computer,started to use a computer,,,无,5年级下,5,下,人教版一年级起点五年级下.xlsx,97
all over,all over,,,"adj. 满
n. 全花织物",5年级下,5,下,人教版一年级起点五年级下.xlsx,98
out of,out of,,,prep. 来自；离开,5年级下,5,下,人教版一年级起点五年级下.xlsx,99
into,into,[ˈɪntə],[ˈɪntə; ˈɪntu; ˈɪntuː],prep. 到…里；深入…之中；成为…状况；进入到…之内,5年级下,5,下,人教版一年级起点五年级下.xlsx,100
chopsticks,chopsticks,[ˈtʃɒpstɪks],[ˈtʃɑːpstɪks],n. 筷子,5年级下,5,下,人教版一年级起点五年级下.xlsx,101
wet,wet,[wet],[wet],"n. 雨天；湿气
adj. [气象][物] 潮湿的；有雨的
vt. 弄湿
vi. 变湿",5年级下,5,下,人教版一年级起点五年级下.xlsx,102
morning tea,morning tea,,,n. 早茶,6年级上,6,上,人教版一年级起点六年级上.xlsx,2
soup,soup,[suːp],[suːp],"n. 汤，羹；马力
vt. 加速；增加马力",6年级上,6,上,人教版一年级起点六年级上.xlsx,3
garden,garden,[ˈɡɑːdn],[ˈɡɑːrdn],"n. 花园；菜园
vt. 栽培花木
vi. 从事园艺；在园中种植",6年级上,6,上,人教版一年级起点六年级上.xlsx,4
the Potala Palace,the Potala Palace,,,布达拉宫；中国西藏布达拉宫,6年级上,6,上,人教版一年级起点六年级上.xlsx,5
the Summer Palace,the Summer Palace,,,颐和园；颐和圆；之颐和园,6年级上,6,上,人教版一年级起点六年级上.xlsx,6
the Terracotta Army,the Terracotta Army,,,无,6年级上,6,上,人教版一年级起点六年级上.xlsx,7
vacation,vacation,[veɪˈkeɪʃn; vəˈkeɪʃn],[veɪˈkeɪʃn; vəˈkeɪʃn],"n. 假期；（房屋）搬出
vi. 休假，度假",6年级上,6,上,人教版一年级起点六年级上.xlsx,8
taste,taste,[teɪst],[teɪst],"n. 味道；品味；审美
vt. 尝；体验
vi. 尝起来；有…的味道",6年级上,6,上,人教版一年级起点六年级上.xlsx,9
map,map,[mæp],[mæp],"vt. 映射；计划；绘制地图；确定基因在染色体中的位置
n. 地图；示意图；染色体图
vi. 基因被安置",6年级上,6,上,人教版一年级起点六年级上.xlsx,10
north,north,[nɔːθ],[nɔːrθ],"n. 北，北方
adj. 北方的；朝北的
adv. 在北方，向北方",6年级上,6,上,人教版一年级起点六年级上.xlsx,11
south,south,[saʊθ],[saʊθ],"n. 南方，南边；南部
adj. 南的，南方的
adv. 在南方，向南方",6年级上,6,上,人教版一年级起点六年级上.xlsx,12
east,east,[iːst],[iːst],"n. 东方；东风；东方国家
adj. 东方的；向东的；从东方来的
adv. 向东方，在东方",6年级上,6,上,人教版一年级起点六年级上.xlsx,13
west,west,[west],[west],"n. 西；西方；西部
adj. 西方的；朝西的
adv. 在西方；向西方；自西方",6年级上,6,上,人教版一年级起点六年级上.xlsx,14
famous,famous,[ˈfeɪməs],[ˈfeɪməs],adj. 著名的；极好的，非常令人满意的,6年级上,6,上,人教版一年级起点六年级上.xlsx,15
temple,temple,[ˈtemp(ə)l],[ˈtempl],n. 庙宇；寺院；神殿；太阳穴,6年级上,6,上,人教版一年级起点六年级上.xlsx,16
around,around,[əˈraʊnd],[əˈraʊnd],"prep. 四处；在…周围
adv. 大约；到处；在附近",6年级上,6,上,人教版一年级起点六年级上.xlsx,17
the Yangtze River,the Yangtze River,,,na. 长江,6年级上,6,上,人教版一年级起点六年级上.xlsx,18
foggy,foggy,[ˈfɒɡi],[ˈfɑːɡi],adj. 有雾的；模糊的，朦胧的,6年级上,6,上,人教版一年级起点六年级上.xlsx,19
spicy,spicy,[ˈspaɪsi],[ˈspaɪsi],adj. 辛辣的；香的，多香料的；下流的,6年级上,6,上,人教版一年级起点六年级上.xlsx,20
silk,silk,[sɪlk],[sɪlk],"n. 丝绸；蚕丝；丝织物
adj. 丝的；丝绸的；丝制的
vi. （玉米）处于长须的阶段中",6年级上,6,上,人教版一年级起点六年级上.xlsx,21
forest,forest,[ˈfɒrɪst],[ˈfɔːrɪst],"n. 森林
vt. 植树于，使成为森林",6年级上,6,上,人教版一年级起点六年级上.xlsx,22
stone,stone,[stəʊn],[stoʊn],"n. 石头；结石；[宝] 宝石
adj. 石的，石制的
vt. 向扔石块；用石头铺",6年级上,6,上,人教版一年级起点六年级上.xlsx,23
London,London,[ˈlʌndən],[ˈlʌndən],n. 伦敦,6年级上,6,上,人教版一年级起点六年级上.xlsx,24
Toronto,Toronto,[təˈrɒntəʊ],[təˈrɑːntoʊ],n. 多伦多（加拿大城市）,6年级上,6,上,人教版一年级起点六年级上.xlsx,25
Sydney,Sydney,[ˈsɪdni],[ˈsɪdni],n. 悉尼（澳大利亚港市）,6年级上,6,上,人教版一年级起点六年级上.xlsx,26
Washington D.C.,Washington D.C.,,,华盛顿；华盛顿哥伦比亚特区；华盛顿特区,6年级上,6,上,人教版一年级起点六年级上.xlsx,27
the British Museum,the British Museum,,,大英博物馆；伦敦大英博物馆；不列颠博物馆,6年级上,6,上,人教版一年级起点六年级上.xlsx,28
the CN Tower,the CN Tower,,,无,6年级上,6,上,人教版一年级起点六年级上.xlsx,29
kangaroo,kangaroo,[ˌkæŋɡəˈruː],[ˌkæŋɡəˈruː],n. 袋鼠,6年级上,6,上,人教版一年级起点六年级上.xlsx,30
the Opera House,the Opera House,,,悉尼歌剧院；剧院及电影院；大剧院,6年级上,6,上,人教版一年级起点六年级上.xlsx,31
the White House,the White House,,,na. 白宫,6年级上,6,上,人教版一年级起点六年级上.xlsx,32
clock,clock,[klɒk],[klɑːk],"n. 时钟；计时器
vt. 记录；记时
vi. 打卡；记录时间",6年级上,6,上,人教版一年级起点六年级上.xlsx,33
speak,speak,[spiːk],[spiːk],"vi. 说话；演讲；表明；陈述
vt. 讲话；发言；讲演",6年级上,6,上,人教版一年级起点六年级上.xlsx,34
French,French,[frentʃ],[frentʃ],"n. 法国人；法语
adj. 法国的；法语的；法国人的",6年级上,6,上,人教版一年级起点六年级上.xlsx,35
Tower Bridge,Tower Bridge,,,n. 【旅】塔桥；【旅】伦敦塔桥,6年级上,6,上,人教版一年级起点六年级上.xlsx,36
the London Eye,the London Eye,,,伦敦眼；英航伦敦眼；英国伦敦眼,6年级上,6,上,人教版一年级起点六年级上.xlsx,37
hiking,hiking,[ˈhaɪkɪŋ],[ˈhaɪkɪŋ],n. 徒步旅行,6年级上,6,上,人教版一年级起点六年级上.xlsx,38
sunrise,sunrise,[ˈsʌnraɪz],[ˈsʌnraɪz],n. 日出；黎明,6年级上,6,上,人教版一年级起点六年级上.xlsx,39
president,president,[ˈprezɪdənt],[ˈprezɪdənt],n. 总统；董事长；校长；主席,6年级上,6,上,人教版一年级起点六年级上.xlsx,40
reptile,reptile,[ˈreptaɪl],[ˈreptaɪl; ˈreptl],"n. 爬行动物；卑鄙的人
adj. 爬虫类的；卑鄙的",6年级上,6,上,人教版一年级起点六年级上.xlsx,41
bird,bird,[bɜːd],[bɜːrd],"n. 鸟；家伙；羽毛球
vt. 向…喝倒彩；起哄
vi. 猎鸟；观察研究野鸟",6年级上,6,上,人教版一年级起点六年级上.xlsx,42
fish,fish,[fɪʃ],[fɪʃ],"n. 鱼，鱼类
vt. 钓鱼，捕鱼；搜寻
vi. 捕鱼，钓鱼；用钩捞取",6年级上,6,上,人教版一年级起点六年级上.xlsx,43
mammal,mammal,[ˈmæm(ə)l],[ˈmæml],n. [脊椎] 哺乳动物,6年级上,6,上,人教版一年级起点六年级上.xlsx,44
insect,insect,[ˈɪnsekt],[ˈɪnsekt],n. 昆虫；卑鄙的人,6年级上,6,上,人教版一年级起点六年级上.xlsx,45
penguin,penguin,[ˈpeŋɡwɪn],[ˈpeŋɡwɪn],n. 企鹅；空军地勤人员,6年级上,6,上,人教版一年级起点六年级上.xlsx,46
shark,shark,[ʃɑːk],[ʃɑːrk],"n. 鲨鱼；骗子
vt. 敲诈
vi. 诈骗",6年级上,6,上,人教版一年级起点六年级上.xlsx,47
whale,whale,[weɪl],[weɪl],"n. 鲸；巨大的东西
vt. 猛揍；使惨败
vi. 捕鲸",6年级上,6,上,人教版一年级起点六年级上.xlsx,48
kind,kind,[kaɪnd],[kaɪnd],"n. 种类；性质
adj. 和蔼的；宽容的；令人感激的",6年级上,6,上,人教版一年级起点六年级上.xlsx,49
metre,metre,[ˈmiːtə(r)],[ˈmiːtər],n. 米；公尺；韵律,6年级上,6,上,人教版一年级起点六年级上.xlsx,50
spend,spend,[spend],[spend],"n. 预算
vt. 度过，消磨（时光）；花费；浪费；用尽
vi. 花钱；用尽，耗尽",6年级上,6,上,人教版一年级起点六年级上.xlsx,51
trunk,trunk,[trʌŋk],[trʌŋk],"n. 树干；躯干；象鼻；汽车车尾的行李箱
adj. 干线的；躯干的；箱子的
vt. 把…放入旅行箱内",6年级上,6,上,人教版一年级起点六年级上.xlsx,52
peanut,peanut,[ˈpiːnʌt],[ˈpiːnʌt],n. 花生,6年级上,6,上,人教版一年级起点六年级上.xlsx,53
fan,fan,[fæn],[fæn],"n. 迷；风扇；爱好者
vt. 煽动；刺激；吹拂
vi. 成扇形散开；飘动",6年级上,6,上,人教版一年级起点六年级上.xlsx,54
tusk,tusk,[tʌsk],[tʌsk],"n. 长牙；尖头，尖形物
vt. 以牙刺戳；以长牙掘",6年级上,6,上,人教版一年级起点六年级上.xlsx,55
Africa,Africa,[ˈæfrɪkə],[ˈæfrɪkə],n. 非洲,6年级上,6,上,人教版一年级起点六年级上.xlsx,56
Asia,Asia,[ˈeɪʒə],[ˈeɪʒə],n. 亚洲,6年级上,6,上,人教版一年级起点六年级上.xlsx,57
smart,smart,[smɑːt],[smɑːrt],adj. 聪明的；巧妙的；敏捷的；厉害的；潇洒的；剧烈的；时髦的,6年级上,6,上,人教版一年级起点六年级上.xlsx,58
scared,scared,[skeəd],[skerd],"v. 使害怕（scare的过去分词）
adj. 害怕的",6年级上,6,上,人教版一年级起点六年级上.xlsx,59
worried,worried,[ˈwʌrid],[ˈwɜːrid],adj. 担心的,6年级上,6,上,人教版一年级起点六年级上.xlsx,60
angry,angry,[ˈæŋɡri],[ˈæŋɡri],adj. 生气的；愤怒的；狂暴的；（伤口等）发炎的,6年级上,6,上,人教版一年级起点六年级上.xlsx,61
proud,proud,[praʊd],[praʊd],adj. 自豪的；得意的；自负的,6年级上,6,上,人教版一年级起点六年级上.xlsx,62
sad,sad,[sæd],[sæd],adj. 难过的；悲哀的，令人悲痛的；凄惨的，阴郁的（形容颜色）,6年级上,6,上,人教版一年级起点六年级上.xlsx,63
excited,excited,[ɪkˈsaɪtɪd],[ɪkˈsaɪtɪd],"v. 激动；唤起（excite的过去分词）
adj. 兴奋的；激动的；活跃的",6年级上,6,上,人教版一年级起点六年级上.xlsx,64
happy,happy,[ˈhæpi],[ˈhæpi],adj. 幸福的；高兴的；巧妙的,6年级上,6,上,人教版一年级起点六年级上.xlsx,65
ill,ill,[ɪl],[ɪl],"n. 疾病；不幸
adj. 生病的；坏的；邪恶的；不吉利的
adv. 不利地；恶劣地；几乎不",6年级上,6,上,人教版一年级起点六年级上.xlsx,66
win,win,[wɪn],[wɪn],"n. 赢；胜利
vt. 赢得；在…中获胜；劝诱
vi. 赢；获胜；成功",6年级上,6,上,人教版一年级起点六年级上.xlsx,67
race,race,[reɪs],[reɪs],"n. 属，种；种族，人种；家庭，门第
vt. 使参加比赛；和…竞赛；使急走，使全速行进
vi. 比速度，参加竞赛；全速行进",6年级上,6,上,人教版一年级起点六年级上.xlsx,68
find,find,[faɪnd],[faɪnd],"n. 发现
vi. 裁决
vt. 查找，找到；发现；认为；感到；获得",6年级上,6,上,人教版一年级起点六年级上.xlsx,69
cry,cry,[kraɪ],[kraɪ],"n. 叫喊；叫声；口号；呼叫
vi. 哭；叫；喊
vt. 叫喊；哭出；大声说",6年级上,6,上,人教版一年级起点六年级上.xlsx,70
because,because,[bɪˈkəz],[bɪˈkəz],conj. 因为,6年级上,6,上,人教版一年级起点六年级上.xlsx,71
test,test,[test],[test],"n. 试验；检验
vt. 试验；测试
vi. 试验；测试",6年级上,6,上,人教版一年级起点六年级上.xlsx,72
competition,competition,[ˌkɒmpəˈtɪʃn],[ˌkɑːmpəˈtɪʃn],n. 竞争；比赛，竞赛,6年级上,6,上,人教版一年级起点六年级上.xlsx,73
hurt,hurt,[hɜːt],[hɜːrt],"n. 痛苦；危害；痛苦的原因
vt. 使受伤；损害；使疼痛；使痛心
adj. 受伤的；痛苦的；受损的
vi. 感到疼痛；有坏处；带来痛苦",6年级上,6,上,人教版一年级起点六年级上.xlsx,74
inventor,inventor,[ɪnˈventə(r)],[ɪnˈventər],n. 发明家；[专利] 发明人；创造者,6年级上,6,上,人教版一年级起点六年级上.xlsx,75
artist,artist,[ˈɑːtɪst],[ˈɑːrtɪst],n. 艺术家；美术家（尤指画家）；大师,6年级上,6,上,人教版一年级起点六年级上.xlsx,76
scientist,scientist,[ˈsaɪəntɪst],[ˈsaɪəntɪst],n. 科学家,6年级上,6,上,人教版一年级起点六年级上.xlsx,77
poet,poet,[ˈpəʊɪt],[ˈpoʊət],n. 诗人,6年级上,6,上,人教版一年级起点六年级上.xlsx,78
writer,writer,[ˈraɪtə(r)],[ˈraɪtər],n. 作家；作者,6年级上,6,上,人教版一年级起点六年级上.xlsx,79
American,American,[əˈmerɪkən],[əˈmerɪkən],"n. 美国人，美洲人；美国英语
adj. 美国的，美洲的；地道美国式的",6年级上,6,上,人教版一年级起点六年级上.xlsx,80
French,French,[frentʃ],[frentʃ],"n. 法国人；法语
adj. 法国的；法语的；法国人的",6年级上,6,上,人教版一年级起点六年级上.xlsx,81
Danish,Danish,[ˈdeɪnɪʃ],[ˈdeɪnɪʃ],"n. 丹麦语
adj. 丹麦的；丹麦人的；丹麦语（文）的",6年级上,6,上,人教版一年级起点六年级上.xlsx,82
poem,poem,[ˈpəʊɪm],[ˈpoʊəm],n. 诗,6年级上,6,上,人教版一年级起点六年级上.xlsx,83
paint,paint,[peɪnt],[peɪnt],"vt. 油漆；绘画；装饰；涂色于；描绘；（用语言，文字等）描写；擦脂粉等
vi. 油漆；描绘；绘画；化妆
n. 油漆；颜料，涂料；绘画作品；胭脂等化妆品；色彩，装饰",6年级上,6,上,人教版一年级起点六年级上.xlsx,84
invention,invention,[ɪnˈvenʃn],[ɪnˈvenʃn],n. 发明；发明物；虚构；发明才能,6年级上,6,上,人教版一年级起点六年级上.xlsx,85
invent,invent,[ɪnˈvent],[ɪnˈvent],vt. 发明；创造；虚构,6年级上,6,上,人教版一年级起点六年级上.xlsx,86
study,study,[ˈstʌdi],[ˈstʌdi],"n. 学习，研究；课题；书房；学问
vt. 学习；考虑；攻读；细察
vi. 研究；用功",6年级上,6,上,人教版一年级起点六年级上.xlsx,87
story,story,[ˈstɔːri],[ˈstɔːri],"n. 故事；小说；新闻报道；来历；假话
vt. 用历史故事画装饰
vi. 说谎",6年级上,6,上,人教版一年级起点六年级上.xlsx,88
university,university,[ˌjuːnɪˈvɜːsəti],[ˌjuːnɪˈvɜːrsəti],n. 大学；综合性大学；大学校舍,6年级上,6,上,人教版一年级起点六年级上.xlsx,89
deaf,deaf,[def],[def],adj. 聋的,6年级上,6,上,人教版一年级起点六年级上.xlsx,90
blind,blind,[blaɪnd],[blaɪnd],"n. 掩饰，借口；百叶窗
adj. 盲目的；瞎的
vt. 使失明；使失去理智
adv. 盲目地；看不见地",6年级上,6,上,人教版一年级起点六年级上.xlsx,91
fall,fall,[fɔːl],[fɔːl],"n. 下降；秋天；瀑布
adj. 秋天的
vi. 落下；变成；来临；减弱
vt. 砍倒；击倒",6年级上,6,上,人教版一年级起点六年级上.xlsx,92
dumpling,dumpling,[ˈdʌmplɪŋ],[ˈdʌmplɪŋ],n. 饺子，汤团；面团布丁,6年级上,6,上,人教版一年级起点六年级上.xlsx,93
fan,fan,[fæn],[fæn],"n. 迷；风扇；爱好者
vt. 煽动；刺激；吹拂
vi. 成扇形散开；飘动",6年级上,6,上,人教版一年级起点六年级上.xlsx,94
ice lantern,ice lantern,,,无,6年级上,6,上,人教版一年级起点六年级上.xlsx,95
bring,bring,[brɪŋ],[brɪŋ],vt. 带来；促使；引起；使某人处于某种情况或境地,6年级上,6,上,人教版一年级起点六年级上.xlsx,96
be afraid of,be afraid of,,,na. 怕,6年级上,6,上,人教版一年级起点六年级上.xlsx,97
hear,hear,[hɪə(r)],[hɪr],"vi. 听；听见
vt. 听到，听；听说；审理",6年级上,6,上,人教版一年级起点六年级上.xlsx,98
